,Nombre,diagnostico,Id_Estado_Activo,time
69,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",2.0,2020-04-27
270,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
276,S2-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
282,S2-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
288,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
294,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente del rodamiento lado ventilador.",1.0,2020-04-27
300,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
306,S2-Ventilador M14," Motor: Degradación mecánica de las condiciones mecánicas de los rodamientos.
 Ventilador: Degradación mecánica de las condiciones mecánicas de los rodamientos.",2.0,2020-04-27
62,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
313,S2-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
319,S2-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
325,S2-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
331,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Degradación avanzada de ambos rodamientos.",3.0,2020-04-27
338,S2-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
346,S2-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Posible condición inadecuada de lubricación.",1.0,2020-04-27
237,S1-Ventilador Extracción M37," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.",2.0,2020-04-27
354,S2-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27
55,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
361,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. Sin cambios significativos.",2.0,2020-04-27
367,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado",1.0,2020-04-27
382,S2-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado polea.",2.0,2020-04-27
520,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
33,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
528,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
611,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
196,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
618,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",2.0,2020-04-27
142,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación de rodamientos.",3.0,2020-04-27
19,S1-Ventilador M5," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.",2.0,2020-04-27
626,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
635,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Aumento de las amplitudes en los indicadores de degradación de rodamientos.",3.0,2020-04-27
644,S3-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de degradación mecánica incipiente en la cañonera.",2.0,2020-04-27
133,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",2.0,2020-04-27
654,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea.",2.0,2020-04-27
152,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
662,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-04-27
669,S3-Ventilador M41," Motor: Holgura del rodamiento lado acoplado. 
 Ventilador: Activo en buen estado.",3.0,2020-04-27
115,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
676,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
12,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
684,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
107,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos",2.0,2020-04-27
691,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
699,S3-Ventilador Extracción M19," Motor: Se pasa activo a estado BUENO.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
100,S1-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-04-27
706,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
124,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
604,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el rodamiento lado ventilador. ",1.0,2020-04-27
251,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
596,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
535,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
188,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de holguras en lado polea de ventilador.",2.0,2020-04-27
542,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
549,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2020-04-27
557,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
170,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
26,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
564,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27
178,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Descienden los valores asociados a la actividad de los rodamientos.",2.0,2020-04-27
572,S3-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Posibles degradación incipìente de rodamientos",2.0,2020-04-27
162,S1-Ventilador M32," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27
83,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.",2.0,2020-04-27
580,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2020-04-27
588,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27
93,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.",2.0,2020-07-08
197,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
189,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de holguras en lado polea de ventilador.",1.0,2020-07-08
245,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
101,S1-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08
207,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
77,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
108,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos",2.0,2020-07-08
238,S1-Ventilador Extracción M37," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.",2.0,2020-07-08
84,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.",1.0,2020-07-08
179,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.",2.0,2020-07-08
116,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
153,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
171,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
125,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
143,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación de rodamientos.",2.0,2020-07-08
222,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
134,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Degradación mecánica de las condiciones mecánicas de los rodamientos.",3.0,2020-07-08
163,S1-Ventilador M32," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
229,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
6,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
70,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",1.0,2020-07-08
589,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-07-08
597,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
605,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
612,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
20,S1-Ventilador M5," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.",2.0,2020-07-08
619,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente de rodamiento lado ventilador.",2.0,2020-07-08
636,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
645,S3-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de degradación mecánica incipiente en la cañonera.",2.0,2020-07-08
655,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. La tendencia se encuentra al ascenso.",3.0,2020-07-08
663,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08
670,S3-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
13,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
677,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
685,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
692,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
700,S3-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Tendencia en ascenso posiblemente debido a las condiciones de sustentación.",1.0,2020-07-08
707,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
573,S3-Ventilador M23," Motor: Existe un aumento de las amplitudes posiblemente asociado a las condiciones de alineación.
 Ventilador: Posibles degradación incipìente de rodamientos",2.0,2020-07-08
252,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
565,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
27,S1-Ventilador M6," Motor: Degradación incipiente del rodamiento lado acoplado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
63,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
56,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
49,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
42,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado ventilador.",1.0,2020-07-08
472,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
479,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
485,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08
492,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
499,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
34,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
506,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en ambos rodamientos. Sin cambios significativos.",2.0,2020-07-08
514,S3-Ventilador M11," Motor: Existen síntomas de la existencia de holguras.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",3.0,2020-07-08
521,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
529,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
536,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
543,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
550,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2020-07-08
558,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08
627,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08
0,Aspiración Prensa 1, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
1,Aspiración Linea Continua L1, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
2,Aspiración Linea Continua L2, Motor: Activo en buen estado   Ventilador: Se mantienen los síntomas de una posible degradación del rodamiento del lado opuesto a polea.,2.0,2020-10-01
3,Aspiración Rápida Torre Tecnológica L1, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
4,Aspiración Rápida Torre Tecnológica L2, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
5,Aspiración Rápida Linea Contínua L1, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
6,Aspiración Torre Tecnológica L1, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
7,Aspiración Torre Tecnológica L2, Motor: Activo en buen estado   Ventilador: Activo en buen estado,1.0,2020-10-01
8,PRENSA bba hidraulica principal linea 2,Motor: Activo en buen estado.  Bomba: Activo en buen estado.,1.0,2020-10-01
9,PRENSA bba hidraulica secund. linea 2,Motor: Activo en buen estado.  Bomba: Activo en buen estado.,1.0,2020-10-01
10,Bomba hidráulica PCR Línea 2 A,Motor: Activo en buen estado.  Bomba: Activo en buen estado.,1.0,2020-10-01
11,Bomba hidráulica PCR Línea 2 B,Motor: Activo en buen estado.  Bomba: Activo en buen estado.,1.0,2020-10-01
12,S4-Ventilador 66 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
13,S4-Ventilador 66 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
14,S4-Ventilador 68 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
15,S4-Ventilador 67 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
16,S4-Ventilador 67 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
17,S4-Ventilador 68 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
18,S4-Ventilador 69 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
19,S4-Ventilador 69 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
20,Aspiración Rápida Línea Contínua L2,Motor: Se mantienen los síntomas de una posible degradación del rodamiento lado polea.  Ventilador: Activo en buen estado.      ,2.0,2020-10-01
21,S4-Ventilador 70 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
22,S4-Ventilador 70 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
23,S4-Ventilador 71 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
24,S4-Ventilador 71 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
25,S4-Ventilador 72 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
26,S4-Ventilador 72 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
27,S4-Ventilador 73 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
28,S4-Ventilador 73 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
29,S4-Ventilador 74 M1,Motor: Activo en buen estado.  Ventilador: El comportamiento se mantiene estable respecto a anteriores inspecciones. ,1.0,2020-10-01
30,S4-Ventilador 74 M2,Motor: Activo en buen estado.  Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.,1.0,2020-10-01
31,S4-Ventilador 75 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
32,S4-Ventilador 75 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
33,S4-Ventilador 76 M2,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación incipiente de ambos rodamientos.,2.0,2020-10-01
34,S4-Ventilador 77 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
35,S4-Ventilador 77 M2,Motor: Activo en buen estado.  Ventilador: Se mantienen los niveles de vibración por encima de la normalidad.,1.0,2020-10-01
36,S4-Ventilador 78 M1,Motor: Activo en buen estado.   Ventilador: Activo en buen estado. ,1.0,2020-10-01
37,S4-Ventilador 78 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
38,S4-Ventilador 79 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
39,S4-Ventilador 79 M2,Motor: Activo en buen estado.  Ventilador: Se mantienen las componentes posiblemente asociadas a una degradación de rodamientos. Existe un aumento de las amplitudes especialmente en el lado opuesto a polea.,2.0,2020-10-01
40,S4-Ventilador Extracción 60 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
41,S4-Ventilador Extracción 61 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
42,S4-Ventilador Extracción 62 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
43,S4-Ventilador Extracción 63 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
44,S4-Ventilador 76 M1,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de los rodamientos del ventilador.,2.0,2020-10-01
45,S1-Ventilador Extracción M01,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
46,S1-Ventilador Extracción M19,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
47,S1-Ventilador Extracción M37,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos. Sin cambios significativos.,2.0,2020-10-01
48,S1-Ventilador Extracción M40,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
49,S1-Ventilador M02,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
50,S1-Ventilador M03,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
51,S1-Ventilador M06,Motor: Se detecta un ascenso en las amplitudes del lado polea,2.0,2020-10-01
52,S1-Ventilador M05,Motor: Se mantienen los síntomas de una posible degradación de rodamientos sin cambios significativos.  Ventilador: Activo en buen estado.,2.0,2020-10-01
53,S1-Ventilador M08,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
54,S1-Ventilador M09,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
55,S1-Ventilador M11,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
56,S1-Ventilador M12,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
57,S1-Ventilador M14,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
58,S1-Ventilador M15,Motor: Activo en buen estado.  Ventilador: Activo en buen estado. Sin cambios en los síntomas de una posible degradación de rodamientos.,1.0,2020-10-01
59,S1-Ventilador M17,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
60,S1-Ventilador M18,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
61,S1-Ventilador M20,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.,2.0,2020-10-01
62,S1-Ventilador M21,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
63,S1-Ventilador M23,Motor: Activo en buen estado.  Ventilador: Degradación mecánica de los rodamientos,2.0,2020-10-01
64,S1-Ventilador M24,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
65,S1-Ventilador M26,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
66,S1-Ventilador M29,Motor: Activo en buen estado.  Ventilador: Se detectan síntomas de una degradación de rodamientos.,2.0,2020-10-01
67,S1-Ventilador M30,Motor: Activo en buen estado.  Ventilador: Se detectan síntomas de una posible degradación mecánica de los rodamientos de la cañonera.,2.0,2020-10-01
68,S1-Ventilador M32,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
69,S1-Ventilador M33,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
70,S1-Ventilador M35,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos de la cañonera.,2.0,2020-10-01
71,S1-Ventilador M36,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
72,S1-Ventilador M38,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
73,S1-Ventilador M39,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
74,S1-Ventilador M41,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
75,S1-Ventilador M42,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
76,S2-Ventilador Extracción M01,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
77,S2-Ventilador Extracción M19,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.,2.0,2020-10-01
78,S2-Ventilador Extracción M37,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.   ,1.0,2020-10-01
79,S2-Ventilador Extracción M40,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
80,S2-Ventilador M02,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
81,S2-Ventilador M03,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
82,S2-Ventilador M05,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
83,S2-Ventilador M06,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
84,S2-Ventilador M08,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
85,S2-Ventilador M09,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
86,S2-Ventilador M11,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
87,S2-Ventilador M12,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
88,S2-Ventilador M15,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
89,S2-Ventilador M17,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
90,S2-Ventilador M18,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
91,S2-Ventilador M20,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
92,S2-Ventilador M21,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
93,S2-Ventilador M23,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
94,S2-Ventilador M24,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
95,S2-Ventilador M26,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
96,S2-Ventilador M27,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
97,S2-Ventilador M29,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
98,S2-Ventilador M30,Motor: Activo en buen estado.  Ventilador: Se detectan síntomas de una posible degradación de rodamientos y/o condiciones desfavorables de engrase.,2.0,2020-10-01
99,S2-Ventilador M33,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
100,S2-Ventilador M35,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
101,S2-Ventilador M36,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
102,S2-Ventilador M39,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
103,S2-Ventilador M41,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01
